1258,81.75,1,60,01/07/2026,20
1049,77.00,3,206,13/07/2026,69
1246,73.50,3,131,01/07/2026,44
1027,61.75,3,266,12/07/2026,89
1003,95.00,4,150,30/06/2026,12
1018,50.00,2,205,10/07/2026,35
1205,91.25,3,225,14/07/2026,75
1231,49.50,3,31,30/06/2026,11
1222,61.75,2,175,13/07/2026,59
1094,57.25,2,79,12/07/2026,27
1052,134.25,4,108,02/07/2026,36
1199,81.75,1,278,06/07/2026,93
1210,102.25,3,127,05/07/2026,43
1015,85.00,3,102,12/07/2026,40
1054,40.88,8,252,07/07/2026,84
1116,79.50,1,86,08/07/2026,29
1288,56.75,2,188,12/07/2026,63
1230,145.25,4,39,01/07/2026,13
1215,48.25,1,37,10/07/2026,13
1133,53.00,2,290,15/07/2026,97
1148,60.50,1,85,08/07/2026,29
1258,77.50,3,26,01/07/2026,9
1255,125.75,4,300,04/07/2026,100
1207,96.50,3,202,15/07/2026,68
1107,312.73,5,284,03/07/2026,95
1197,77.50,3,136,03/07/2026,46
1065,161.00,3,113,08/07/2026,38
1007,130.00,4,20,09/07/2026,25
1156,94.75,3,152,09/07/2026,51
1129,138.50,3,269,07/07/2026,90
1282,51.25,3,12,15/07/2026,4
1164,91.00,3,164,03/07/2026,55
1176,77.50,3,237,10/07/2026,79
1148,85.25,4,35,08/07/2026,12
1209,111.50,4,59,11/07/2026,20
1064,39.25,2,65,12/07/2026,22
1070,72.50,3,82,04/07/2026,28
1045,51.75,3,51,05/07/2026,17
1215,47.00,2,241,09/07/2026,81
1035,57.75,2,50,01/07/2026,17
1202,89.00,4,270,08/07/2026,90
1256,107.33,7,7,08/07/2026,3
1062,60.25,4,267,09/07/2026,89
1203,131.25,4,18,04/07/2026,6
1254,70.00,3,74,15/07/2026,25
1090,46.50,4,22,13/07/2026,8
1119,116.50,3,143,05/07/2026,48
1029,90.00,3,233,10/07/2026,78
1059,124.75,3,297,12/07/2026,99
1160,157.00,4,143,09/07/2026,48
1137,37.50,2,29,15/07/2026,10
1251,78.75,2,21,14/07/2026,7
1052,97.75,4,31,29/06/2026,11
1226,53.25,2,179,02/07/2026,60
1253,57.25,2,132,06/07/2026,44
1218,104.88,0,278,14/07/2026,93
1070,73.00,1,147,03/07/2026,49
1236,101.75,1,20,02/07/2026,7
1162,101.50,4,60,01/07/2026,20
1178,116.25,4,95,04/07/2026,32
1061,37.00,2,108,02/07/2026,36
1129,84.75,3,183,15/07/2026,61
1163,62.50,3,36,04/07/2026,12
1151,52.75,1,151,03/07/2026,51
1040,43.25,2,275,12/07/2026,92
1207,68.75,3,202,01/07/2026,68
1170,79.00,2,157,30/06/2026,53
1205,63.75,3,8,07/07/2026,3
1238,208.50,4,121,14/07/2026,41
1152,130.00,4,256,03/07/2026,86
1019,105.00,3,50,05/07/2026,13
1213,94.50,1,226,09/07/2026,76
1041,70.25,2,100,11/07/2026,34
1123,88.50,3,299,12/07/2026,100
1080,105.50,1,136,30/06/2026,46
1011,60.00,3,300,10/07/2026,55
1283,72.75,1,108,30/06/2026,36
1251,43.75,2,271,29/06/2026,91
1273,87.25,3,227,03/07/2026,76
1225,102.68,9,130,04/07/2026,44
1255,105.75,3,91,10/07/2026,31
1157,116.59,0,298,08/07/2026,100
1129,73.00,3,135,03/07/2026,45
1002,55.00,2,210,01/07/2026,31
1168,47.50,2,82,10/07/2026,28
1118,77.00,1,178,06/07/2026,60
1046,74.75,2,220,01/07/2026,74
1012,78.00,3,150,06/07/2026,16
1122,83.25,2,251,09/07/2026,84
1184,161.50,3,198,02/07/2026,66
1214,109.00,1,242,14/07/2026,81
1134,60.50,1,261,13/07/2026,87
1184,69.25,3,28,05/07/2026,10
1099,81.25,1,20,13/07/2026,7
1024,52.25,2,183,02/07/2026,61
1021,77.25,3,196,29/06/2026,66
1249,76.75,3,110,14/07/2026,37
1240,53.75,2,116,13/07/2026,39
1266,38.25,2,31,12/07/2026,11
1165,69.75,3,7,06/07/2026,3
1274,53.25,2,139,30/06/2026,47
1004,70.00,1,60,01/07/2026,3
1196,42.75,2,64,14/07/2026,22
1220,70.00,1,99,11/07/2026,33
1109,57.75,2,156,15/07/2026,52
1191,71.50,2,57,13/07/2026,19
1292,91.75,4,15,01/07/2026,5
1223,69.25,3,80,02/07/2026,27
1039,61.25,2,107,04/07/2026,36
1115,59.00,3,42,05/07/2026,14
1103,59.00,2,5,30/06/2026,2
1284,133.75,3,235,07/07/2026,79
1034,105.50,4,10,15/07/2026,4
1113,55.50,3,90,09/07/2026,30
1187,73.75,3,225,05/07/2026,75
1230,129.50,3,179,15/07/2026,60
1195,79.50,3,47,06/07/2026,16
1015,45.00,2,60,13/07/2026,44
1147,97.00,3,216,13/07/2026,72
1016,320.00,7,150,12/07/2026,50
1278,104.75,4,201,06/07/2026,67
1098,77.75,3,97,05/07/2026,33
1006,90.00,3,60,06/07/2026,14
1007,50.00,3,10,29/06/2026,1
1175,95.75,3,36,07/07/2026,12
1062,73.00,3,209,09/07/2026,70
1135,81.00,3,263,04/07/2026,88
1268,54.50,3,56,12/07/2026,19
1229,61.50,3,9,29/06/2026,3
1081,112.75,4,165,02/07/2026,55
1195,40.00,2,281,05/07/2026,94
1285,71.00,2,40,04/07/2026,14
1170,58.25,2,206,30/06/2026,69
1298,82.50,3,279,05/07/2026,93
1237,67.50,3,11,06/07/2026,4
1145,39.00,2,249,11/07/2026,83
1025,81.25,3,260,06/07/2026,87
1162,49.75,2,112,14/07/2026,38
1086,89.75,3,111,03/07/2026,37
1097,76.00,3,120,07/07/2026,40
1266,70.25,2,89,10/07/2026,30
1285,71.50,1,200,11/07/2026,67
1030,66.00,3,230,02/07/2026,77
1257,193.50,4,276,13/07/2026,92
1124,74.00,2,168,13/07/2026,56
1088,88.00,3,186,07/07/2026,62
1193,90.00,3,4,06/07/2026,2
1202,100.75,3,23,15/07/2026,8
1099,102.00,3,137,04/07/2026,46
1298,79.50,3,21,13/07/2026,7
1027,111.50,1,219,12/07/2026,73
1141,151.25,4,242,01/07/2026,81
1258,175.75,4,175,12/07/2026,59
1198,45.25,2,257,09/07/2026,86
1250,51.75,2,19,07/07/2026,7
1203,73.75,3,106,04/07/2026,36
1040,76.75,2,269,13/07/2026,90
1181,75.00,3,1,05/07/2026,1
1205,52.30,8,143,11/07/2026,48
1265,40.00,2,198,06/07/2026,66
1001,62.00,4,220,02/07/2026,44
1114,98.50,3,138,30/06/2026,46
1050,-38.03,3,268,14/07/2026,90
1060,54.25,2,259,05/07/2026,87
1284,76.50,3,163,09/07/2026,55
1048,49.00,1,32,09/07/2026,11
1037,36.50,2,99,09/07/2026,33
1267,98.25,4,212,08/07/2026,71
1249,116.75,4,205,29/06/2026,69
1029,119.00,4,8,06/07/2026,3
1228,109.25,3,204,09/07/2026,68
1003,88.00,3,250,02/07/2026,50
1063,47.25,2,187,08/07/2026,63
1224,80.25,3,288,05/07/2026,96
1212,119.25,4,195,08/07/2026,65
1274,87.75,3,199,01/07/2026,67
1257,134.00,4,16,13/07/2026,6
1287,48.50,3,80,10/07/2026,27
1206,188.00,4,153,09/07/2026,51
1128,105.75,3,113,30/06/2026,38
1201,57.50,2,6,10/07/2026,2
1300,52.00,2,125,29/06/2026,42
1162,64.50,3,90,30/06/2026,30
1206,70.50,3,2,29/06/2026,1
1165,101.25,4,205,10/07/2026,69
1166,56.00,3,21,29/06/2026,7
1272,117.50,4,2,11/07/2026,1
1098,48.25,3,71,29/06/2026,24
1177,72.00,3,39,05/07/2026,13
1276,213.00,4,152,14/07/2026,51
1082,72.25,3,45,05/07/2026,15
1212,56.50,3,17,06/07/2026,6
1189,64.75,1,49,09/07/2026,17
1136,71.75,3,20,29/06/2026,7
1194,75.75,1,28,04/07/2026,10
1013,98.00,0,40,11/07/2026,13
1071,137.25,4,89,06/07/2026,30
1254,108.50,4,126,15/07/2026,42
1127,108.25,3,186,13/07/2026,62
1040,106.00,3,167,03/07/2026,56
1201,45.50,2,84,30/06/2026,28
1006,100.00,4,175,04/07/2026,17
1098,89.75,4,295,01/07/2026,99
1010,90.00,4,10,05/07/2026,7
1002,75.50,2,40,29/06/2026,5
1141,192.00,4,298,04/07/2026,100
1279,119.00,3,154,07/07/2026,52
1100,74.00,1,150,14/07/2026,50
1187,144.50,4,125,02/07/2026,42
1156,51.00,2,282,30/06/2026,94
1008,140.00,4,120,11/07/2026,33
1223,82.50,4,22,05/07/2026,8
1270,58.50,3,88,04/07/2026,30
1036,120.50,4,265,04/07/2026,89
1128,57.50,2,193,11/07/2026,65
1176,100.75,3,139,30/06/2026,47
1239,48.00,1,219,06/07/2026,73
1111,68.75,1,195,07/07/2026,65
1089,43.25,2,288,10/07/2026,96
1007,55.00,3,205,07/07/2026,60
1096,113.25,3,110,05/07/2026,37
1049,60.50,1,212,01/07/2026,71
1120,135.75,3,150,05/07/2026,50
1111,168.25,4,191,15/07/2026,64
1245,320.74,3,295,01/07/2026,99
1097,119.00,3,163,05/07/2026,55
1271,119.75,4,206,05/07/2026,69
1096,97.75,3,298,12/07/2026,100
1136,90.25,4,64,30/06/2026,22
1140,81.75,3,162,06/07/2026,54
1230,164.00,4,136,14/07/2026,46
1252,104.25,4,91,09/07/2026,31
1199,64.00,3,95,14/07/2026,32
1289,43.75,2,175,01/07/2026,59
1163,102.75,1,2,30/06/2026,1
1099,63.50,2,144,14/07/2026,48
1010,115.00,4,60,01/07/2026,10
1116,48.75,2,296,11/07/2026,99
1013,105.00,3,220,08/07/2026,27
1084,124.00,4,245,08/07/2026,82
1147,50.75,3,22,13/07/2026,8
1013,121.00,4,50,07/07/2026,23
1046,74.25,2,99,01/07/2026,33
1004,82.00,1,5,12/07/2026,2
1054,88.25,3,213,01/07/2026,71
1108,41.75,4,205,06/07/2026,69
1038,57.75,1,142,01/07/2026,48
1245,110.50,3,138,15/07/2026,46
1008,85.25,3,95,29/06/2026,3
1207,80.50,3,231,05/07/2026,77
1299,53.50,2,142,11/07/2026,48
1072,59.50,2,264,10/07/2026,88
1008,60.00,4,280,13/07/2026,41
1172,105.00,4,7,14/07/2026,3
1118,192.75,4,195,01/07/2026,65
1227,69.50,1,38,29/06/2026,13
1211,72.25,3,37,15/07/2026,13
1295,136.75,3,250,05/07/2026,84
1070,94.00,1,87,08/07/2026,29
1005,-15.00,3,80,06/07/2026,27
1001,78.00,3,25,29/06/2026,1
1267,60.50,4,167,12/07/2026,56
1275,111.50,1,230,01/07/2026,77
1234,68.75,3,51,02/07/2026,17
1036,94.00,3,77,02/07/2026,26
1290,85.75,3,165,30/06/2026,55
1029,63.00,1,227,13/07/2026,76
1095,104.25,4,64,03/07/2026,22
1011,95.00,1,45,02/07/2026,3
1033,72.25,3,131,05/07/2026,44
1051,61.00,3,225,13/07/2026,75
1024,89.75,4,48,06/07/2026,16
1091,82.75,3,58,11/07/2026,20
1285,56.25,2,35,02/07/2026,12
1123,105.75,3,257,13/07/2026,86
1219,135.25,4,292,10/07/2026,98
1118,61.00,3,264,30/06/2026,88
1292,166.50,4,46,04/07/2026,16
1195,47.00,2,54,15/07/2026,18
1266,85.25,3,242,13/07/2026,81
1182,101.25,3,48,14/07/2026,16
1079,96.75,4,196,14/07/2026,66
1251,49.00,2,15,29/06/2026,5
1269,131.25,4,164,11/07/2026,55
1110,86.00,3,22,12/07/2026,8
1012,510.00,3,210,01/07/2026,31
1233,55.25,1,52,10/07/2026,18
1274,49.00,2,96,02/07/2026,32
1103,37.25,2,74,02/07/2026,25
1168,110.50,3,275,15/07/2026,92
1024,53.75,2,50,05/07/2026,17
1243,79.75,3,62,04/07/2026,21
1276,193.00,4,264,29/06/2026,88
1139,87.50,3,217,06/07/2026,73
1199,92.25,4,274,08/07/2026,92
1171,79.50,2,143,05/07/2026,48
1022,98.00,4,193,10/07/2026,65
1211,159.25,3,165,05/07/2026,55
1018,61.00,2,20,29/06/2026,3
1017,95.00,4,250,04/07/2026,21
1144,95.50,3,206,04/07/2026,69
1122,76.75,2,1,09/07/2026,1
1079,90.75,1,287,07/07/2026,96
1001,118.00,4,90,05/07/2026,8
1072,43.75,2,78,10/07/2026,26
1164,53.00,1,113,06/07/2026,38
1045,50.50,3,67,12/07/2026,23
1108,74.00,3,27,09/07/2026,9
1259,57.00,1,115,07/07/2026,39
1027,196.00,4,274,05/07/2026,92
1211,118.75,3,157,10/07/2026,53
1263,131.75,3,227,04/07/2026,76
1297,59.50,3,87,05/07/2026,29
1146,129.25,4,186,08/07/2026,62
1297,55.75,2,19,07/07/2026,7
1062,95.25,4,2,30/06/2026,1
1179,97.50,4,260,06/07/2026,87
1158,77.25,3,156,15/07/2026,52
1097,-6.43,4,55,09/07/2026,19
1134,81.25,3,220,10/07/2026,74
1003,45.00,2,60,08/07/2026,22
1013,79.00,4,90,09/07/2026,30
1015,30.00,3,5,29/06/2026,1
1007,55.00,9,120,01/07/2026,3
1227,89.25,4,254,11/07/2026,85
1190,111.25,3,121,03/07/2026,41
1237,50.75,3,74,30/06/2026,25
1208,71.25,2,270,02/07/2026,90
1200,90.50,4,211,07/07/2026,71
1067,90.75,4,289,11/07/2026,97
1071,182.25,4,254,03/07/2026,85
1041,45.75,2,151,14/07/2026,51
1048,62.50,3,240,09/07/2026,80
1132,136.00,3,263,03/07/2026,88
1032,106.75,1,228,14/07/2026,76
1158,89.75,3,209,11/07/2026,70
1300,58.00,2,209,06/07/2026,70
1140,117.75,4,281,03/07/2026,94
1009,40.00,2,5,14/07/2026,4
1054,71.50,3,49,29/06/2026,17
1066,35.75,4,17,14/07/2026,6
1090,146.75,3,139,06/07/2026,47
1150,146.50,4,161,14/07/2026,54
1235,218.25,4,158,04/07/2026,53
1120,124.50,4,282,06/07/2026,94
1192,54.75,2,167,10/07/2026,56
1261,129.25,4,220,12/07/2026,74
1160,-33.82,3,121,09/07/2026,41
1170,44.75,2,158,29/06/2026,53
1150,93.75,3,266,15/07/2026,89
1155,501.97,4,164,14/07/2026,55
1016,79.00,1,10,29/06/2026,2
1218,38.75,2,220,05/07/2026,74
1010,150.00,4,140,03/07/2026,19
1126,52.00,2,151,02/07/2026,51
1140,92.75,3,256,30/06/2026,86
1299,53.75,2,280,12/07/2026,94
1230,164.75,3,199,08/07/2026,67
1153,53.75,2,232,13/07/2026,78
1224,146.25,3,194,30/06/2026,65
1282,124.50,3,139,01/07/2026,47
1093,133.75,4,212,11/07/2026,71
1238,184.50,4,195,12/07/2026,65
1081,118.75,4,94,04/07/2026,32
1115,85.50,4,275,11/07/2026,92
1179,91.00,3,123,12/07/2026,41
1056,134.25,3,295,08/07/2026,99
1034,43.50,2,50,07/07/2026,17
1227,104.25,3,183,12/07/2026,61
1204,400.78,0,202,08/07/2026,68
1136,51.00,1,188,12/07/2026,63
1021,102.25,3,110,05/07/2026,37
1139,121.00,3,194,11/07/2026,65
1038,54.25,1,290,12/07/2026,97
1071,129.50,4,135,04/07/2026,45
1102,72.75,1,85,07/07/2026,29
1166,142.25,3,163,06/07/2026,55
1107,48.75,2,80,15/07/2026,27
1190,58.00,3,90,04/07/2026,30
1248,101.75,4,3,15/07/2026,1
1023,113.50,4,3,10/07/2026,1
1067,63.00,1,49,11/07/2026,17
1134,78.25,3,88,07/07/2026,30
1263,54.00,1,276,03/07/2026,92
1036,72.00,3,23,07/07/2026,8
1015,130.00,4,55,14/07/2026,48
1231,110.25,3,33,30/06/2026,11
1238,84.50,3,281,01/07/2026,94
1089,45.25,2,108,04/07/2026,36
1263,58.00,2,178,07/07/2026,60
