# registration_date,channel_id,channel_name,metric1,metric2,metric3,stream_date,stream_duration,peak_viewers
13/10/2023,N3735,NICKMERCS,951730,51349926,89387,27/07/2025,01:55:53,10725
13/10/2023,N3735,NICKMERCS,951730,51349926,89387,12/08/2025,00:36:47,19565
13/10/2023,N3735,NICKMERCS,951730,51349926,89387,27/07/2025,00:35:22,14645
13/10/2023,N3735,NICKMERCS,951730,51349926,89387,30/08/2025,01:22:44,5571
13/10/2023,N3735,NICKMERCS,951730,51349926,89387,22/07/2025,00:20:26,18025
03/06/2021,F2868,Fresh,1532689,36350662,125408,16/08/2025,02:05:34,18438
03/06/2021,F2868,Fresh,1532689,36350662,125408,13/08/2025,01:11:14,11167
03/06/2021,F2868,Fresh,1532689,36350662,125408,30/08/2025,00:42:40,11682
03/06/2021,F2868,Fresh,1532689,36350662,125408,30/08/2025,02:11:54,10586
03/06/2021,F2868,Fresh,1532689,36350662,125408,22/08/2025,00:24:35,8031
03/06/2021,F2868,Fresh,1532689,36350662,125408,02/09/2025,00:44:40,7058
03/06/2021,F2868,Fresh,1532689,36350662,125408,21/08/2025,00:52:41,19979
17/12/2023,W8743,WePlayEsport_RU,1244341,50119786,142067,02/09/2025,00:24:39,18015
17/12/2023,W8743,WePlayEsport_RU,1244341,50119786,142067,29/07/2025,01:49:35,3821
17/12/2023,W8743,WePlayEsport_RU,1244341,50119786,142067,23/08/2025,01:21:43,11931
07/05/2021,L3382,loltyler1,199077,50504526,89170,12/08/2025,00:41:14,7833
07/05/2021,L3382,loltyler1,199077,50504526,89170,20/08/2025,01:35:38,13783
07/05/2021,L3382,loltyler1,199077,50504526,89170,02/09/2025,01:47:00,4931
07/05/2021,L3382,loltyler1,199077,50504526,89170,30/08/2025,00:57:21,18638
07/05/2021,L3382,loltyler1,199077,50504526,89170,22/07/2025,00:48:51,10810
07/05/2021,L3382,loltyler1,199077,50504526,89170,22/07/2025,01:32:50,8115
07/05/2021,L3382,loltyler1,199077,50504526,89170,31/08/2025,00:37:07,3839
07/05/2021,L3382,loltyler1,199077,50504526,89170,10/08/2025,02:15:10,12339
07/05/2021,L3382,loltyler1,199077,50504526,89170,19/08/2025,00:57:48,18881
22/03/2023,T2096,Tfue,497678,56855694,639375,01/08/2025,01:49:29,3076
22/03/2023,T2096,Tfue,497678,56855694,639375,15/07/2025,01:53:59,823
22/03/2023,T2096,Tfue,497678,56855694,639375,07/08/2025,01:49:40,15371
22/03/2023,T2096,Tfue,497678,56855694,639375,27/07/2025,01:13:19,11703
22/03/2023,T2096,Tfue,497678,56855694,639375,21/07/2025,01:26:44,2015
22/03/2023,T2096,Tfue,497678,56855694,639375,04/08/2025,00:04:02,17298
22/03/2023,T2096,Tfue,497678,56855694,639375,03/08/2025,01:39:08,4563
22/03/2023,T2096,Tfue,497678,56855694,639375,25/07/2025,00:24:55,9268
22/03/2023,T2096,Tfue,497678,56855694,639375,22/08/2025,01:48:38,14590
28/01/2023,S1419,Sacriel,3820532,58599449,240096,02/08/2025,02:04:46,4478
28/01/2023,S1419,Sacriel,3820532,58599449,240096,24/07/2025,00:34:56,4289
28/01/2023,S1419,Sacriel,3820532,58599449,240096,11/08/2025,01:55:42,17966
28/01/2023,S1419,Sacriel,3820532,58599449,240096,06/08/2025,01:42:20,13350
02/02/2023,M8898,MontanaBlack88,3966525,41514854,170115,13/08/2025,00:56:28,14821
02/02/2023,M8898,MontanaBlack88,3966525,41514854,170115,27/07/2025,01:47:35,11675
02/02/2023,M8898,MontanaBlack88,3966525,41514854,170115,28/07/2025,02:07:10,18970
02/02/2023,M8898,MontanaBlack88,3966525,41514854,170115,05/08/2025,00:03:47,14025
02/02/2023,M8898,MontanaBlack88,3966525,41514854,170115,01/08/2025,01:00:51,13162
02/02/2023,M8898,MontanaBlack88,3966525,41514854,170115,29/08/2025,01:00:58,14392
02/02/2023,M8898,MontanaBlack88,3966525,41514854,170115,28/08/2025,01:04:49,3372
02/02/2023,M8898,MontanaBlack88,3966525,41514854,170115,14/08/2025,00:55:28,4010
13/10/2023,F9775,forsen,1101093,37189666,181600,21/07/2025,00:08:37,18274
13/10/2023,F9775,forsen,1101093,37189666,181600,14/08/2025,02:07:09,16423
13/10/2023,F9775,forsen,1101093,37189666,181600,31/08/2025,01:59:55,19166
13/10/2023,F9775,forsen,1101093,37189666,181600,26/08/2025,01:11:50,14429
13/10/2023,F9775,forsen,1101093,37189666,181600,20/08/2025,00:10:03,4359
26/04/2023,L4925,LVNDMARK,236169,39334821,107833,06/08/2025,00:00:41,10863
26/04/2023,L4925,LVNDMARK,236169,39334821,107833,23/07/2025,01:20:37,17073
16/06/2021,J8688,juansguarnizo,92205,34405975,26999,15/08/2025,00:45:55,18533
16/06/2021,J8688,juansguarnizo,92205,34405975,26999,11/08/2025,00:28:26,13854
16/08/2023,T3235,tmxk319,1325075,46515698,89153,13/08/2025,00:53:58,8327
16/08/2023,T3235,tmxk319,1325075,46515698,89153,25/07/2025,00:57:58,7527
16/08/2023,T3235,tmxk319,1325075,46515698,89153,15/07/2025,00:07:20,1133
03/05/2021,E7707,ESL_CSGO,124242,38718674,43615,01/08/2025,00:43:15,5484
03/05/2021,E7707,ESL_CSGO,124242,38718674,43615,03/08/2025,02:11:28,10565
03/05/2021,E7707,ESL_CSGO,124242,38718674,43615,25/08/2025,01:45:13,4316
03/05/2021,E7707,ESL_CSGO,124242,38718674,43615,16/07/2025,01:46:02,1702
03/05/2021,E7707,ESL_CSGO,124242,38718674,43615,07/08/2025,01:06:14,5309
03/05/2021,E7707,ESL_CSGO,124242,38718674,43615,02/09/2025,01:54:50,2274
03/05/2021,E7707,ESL_CSGO,124242,38718674,43615,18/08/2025,01:04:49,3776
03/05/2021,E7707,ESL_CSGO,124242,38718674,43615,05/08/2025,00:30:09,6518
03/05/2021,E7707,ESL_CSGO,124242,38718674,43615,19/07/2025,01:31:13,18299
28/11/2021,L3582,LIRIK,137215,19645967,34830,05/08/2025,00:43:35,2828
28/11/2021,L3582,LIRIK,137215,19645967,34830,13/08/2025,00:07:41,9994
28/11/2021,L3582,LIRIK,137215,19645967,34830,01/08/2025,01:32:43,4931
28/11/2021,L3582,LIRIK,137215,19645967,34830,27/08/2025,01:00:39,14085
28/11/2021,L3582,LIRIK,137215,19645967,34830,01/09/2025,00:26:21,14091
28/11/2021,L3582,LIRIK,137215,19645967,34830,19/07/2025,01:47:53,2138
28/11/2021,L3582,LIRIK,137215,19645967,34830,16/08/2025,00:15:48,10405
28/11/2021,L3582,LIRIK,137215,19645967,34830,23/08/2025,02:26:33,3534
28/11/2021,L3582,LIRIK,137215,19645967,34830,24/07/2025,01:00:58,9114
16/12/2021,C6729,CDNThe3rd,255088,76225485,140557,25/07/2025,01:41:29,12252
09/08/2021,S2887,Solary,550678,22672980,125133,31/08/2025,01:18:21,13758
09/08/2021,S2887,Solary,550678,22672980,125133,25/08/2025,01:18:05,12986
09/08/2021,S2887,Solary,550678,22672980,125133,17/07/2025,02:27:03,9910
09/08/2021,S2887,Solary,550678,22672980,125133,16/08/2025,00:53:14,11374
09/08/2021,S2887,Solary,550678,22672980,125133,20/07/2025,00:40:52,8163
09/08/2021,S2887,Solary,550678,22672980,125133,18/08/2025,00:28:58,17046
09/08/2021,S2887,Solary,550678,22672980,125133,17/07/2025,01:13:18,3500
17/03/2022,L2685,LCK_Korea,825004,43919410,97540,16/08/2025,00:32:19,3299
17/03/2022,L2685,LCK_Korea,825004,43919410,97540,09/08/2025,02:10:57,14346
17/03/2022,L2685,LCK_Korea,825004,43919410,97540,03/09/2025,01:04:59,15494
17/03/2022,L2685,LCK_Korea,825004,43919410,97540,30/08/2025,02:11:59,16377
17/03/2022,L2685,LCK_Korea,825004,43919410,97540,25/07/2025,00:48:51,7941
17/03/2022,L2685,LCK_Korea,825004,43919410,97540,29/07/2025,00:15:41,1747
17/03/2022,L2685,LCK_Korea,825004,43919410,97540,01/08/2025,02:06:30,10299
17/03/2022,L2685,LCK_Korea,825004,43919410,97540,25/07/2025,00:19:47,16968
09/10/2023,T1288,TheRealKnossi,1082039,25342894,288459,02/08/2025,02:02:21,7183
09/10/2023,T1288,TheRealKnossi,1082039,25342894,288459,01/09/2025,00:06:35,14102
09/10/2023,T1288,TheRealKnossi,1082039,25342894,288459,23/07/2025,01:31:30,2725
09/10/2023,T1288,TheRealKnossi,1082039,25342894,288459,22/07/2025,00:27:36,16047
09/10/2023,T1288,TheRealKnossi,1082039,25342894,288459,26/08/2025,01:14:17,17684
09/10/2023,T1288,TheRealKnossi,1082039,25342894,288459,07/08/2025,00:03:06,17093
09/10/2023,T1288,TheRealKnossi,1082039,25342894,288459,08/08/2025,01:57:41,17708
09/10/2023,T1288,TheRealKnossi,1082039,25342894,288459,01/08/2025,00:29:25,9147
16/08/2022,C3959,Clix,3593081,47094362,538444,29/08/2025,00:19:11,4475
16/08/2022,C3959,Clix,3593081,47094362,538444,15/08/2025,02:28:38,15746
16/08/2022,C3959,Clix,3593081,47094362,538444,15/07/2025,02:18:35,15851
16/08/2022,C3959,Clix,3593081,47094362,538444,25/07/2025,00:17:33,18620
16/08/2022,C3959,Clix,3593081,47094362,538444,01/09/2025,01:45:02,16495
16/08/2022,C3959,Clix,3593081,47094362,538444,16/07/2025,00:37:58,9494
25/02/2023,N8343,NoWay4u_Sir,383130,38499423,123796,27/07/2025,01:49:03,16937
25/02/2023,N8343,NoWay4u_Sir,383130,38499423,123796,27/07/2025,01:10:12,17266
25/02/2023,N8343,NoWay4u_Sir,383130,38499423,123796,17/08/2025,02:09:33,15148
25/02/2023,N8343,NoWay4u_Sir,383130,38499423,123796,07/08/2025,02:03:18,1119
25/02/2023,N8343,NoWay4u_Sir,383130,38499423,123796,25/07/2025,00:00:35,2300
25/02/2023,N8343,NoWay4u_Sir,383130,38499423,123796,30/07/2025,01:49:26,3638
09/12/2022,M7091,MOONMOON,520342,24029726,168112,15/08/2025,01:10:49,875
09/12/2022,M7091,MOONMOON,520342,24029726,168112,25/07/2025,00:41:31,13464
09/12/2022,M7091,MOONMOON,520342,24029726,168112,20/07/2025,00:08:12,963
09/12/2022,M7091,MOONMOON,520342,24029726,168112,14/08/2025,00:38:39,9013
09/12/2022,M7091,MOONMOON,520342,24029726,168112,20/08/2025,00:18:46,17991
09/12/2022,M7091,MOONMOON,520342,24029726,168112,03/08/2025,01:47:43,17119
09/12/2022,M7091,MOONMOON,520342,24029726,168112,18/07/2025,00:48:29,16199
19/08/2023,E3499,EsfandTV,73602,30610352,44976,30/07/2025,00:43:12,17944
19/08/2023,E3499,EsfandTV,73602,30610352,44976,31/08/2025,00:13:55,8987
19/08/2023,E3499,EsfandTV,73602,30610352,44976,22/08/2025,00:51:02,19078
19/09/2021,R8470,RiotGamesBrazil,113469,43345080,234826,29/08/2025,01:52:30,1776
19/09/2021,R8470,RiotGamesBrazil,113469,43345080,234826,03/08/2025,00:15:34,3426
19/09/2021,R8470,RiotGamesBrazil,113469,43345080,234826,30/07/2025,00:54:23,1185
19/09/2021,R8470,RiotGamesBrazil,113469,43345080,234826,19/08/2025,02:18:42,11836
19/09/2021,R8470,RiotGamesBrazil,113469,43345080,234826,21/07/2025,01:04:28,17298
19/09/2021,R8470,RiotGamesBrazil,113469,43345080,234826,16/07/2025,01:24:30,10281
01/12/2021,U6295,uzra,143569,48799554,24470,21/07/2025,02:05:57,1792
01/12/2021,U6295,uzra,143569,48799554,24470,28/08/2025,00:25:43,5286
27/08/2021,L2026,lestream,632118,39591707,81644,09/08/2025,00:24:27,3444
27/08/2021,L2026,lestream,632118,39591707,81644,09/08/2025,00:24:29,2342
27/08/2021,L2026,lestream,632118,39591707,81644,03/08/2025,01:03:11,18275
26/03/2022,R9329,Rubius,95776,13505898,24892,29/07/2025,00:20:09,17200
26/03/2022,R9329,Rubius,95776,13505898,24892,22/07/2025,02:00:18,13127
26/03/2022,R9329,Rubius,95776,13505898,24892,21/07/2025,00:17:48,15222
26/03/2022,R9329,Rubius,95776,13505898,24892,19/07/2025,02:06:04,8677
26/03/2022,R9329,Rubius,95776,13505898,24892,21/08/2025,01:02:40,4242
26/03/2022,R9329,Rubius,95776,13505898,24892,06/08/2025,00:46:39,6836
26/03/2022,R9329,Rubius,95776,13505898,24892,06/08/2025,00:06:34,2009
26/03/2022,R9329,Rubius,95776,13505898,24892,23/07/2025,02:19:30,19155
26/03/2022,R9329,Rubius,95776,13505898,24892,26/08/2025,00:20:45,18219
16/07/2022,L3852,LVPes,567795,47295386,90696,18/07/2025,01:23:13,15823
16/07/2022,L3852,LVPes,567795,47295386,90696,17/07/2025,01:29:14,1676
16/07/2022,L3852,LVPes,567795,47295386,90696,20/07/2025,02:10:35,10022
16/07/2022,L3852,LVPes,567795,47295386,90696,16/07/2025,02:19:24,16634
16/07/2022,L3852,LVPes,567795,47295386,90696,19/07/2025,00:38:08,6444
28/11/2022,S7937,SolaryFortnite,115965,71583995,204491,14/08/2025,01:43:48,17313
28/11/2022,S7937,SolaryFortnite,115965,71583995,204491,31/08/2025,02:25:54,12615
28/11/2022,S7937,SolaryFortnite,115965,71583995,204491,19/07/2025,01:28:42,2017
28/11/2022,S7937,SolaryFortnite,115965,71583995,204491,14/08/2025,01:45:46,3863
28/11/2022,S7937,SolaryFortnite,115965,71583995,204491,07/08/2025,02:04:26,11491
28/11/2022,S7937,SolaryFortnite,115965,71583995,204491,07/08/2025,02:27:26,1149
20/10/2021,S3603,summit1g,1421811,37384058,122552,25/08/2025,00:27:01,12648
20/10/2021,S3603,summit1g,1421811,37384058,122552,01/08/2025,01:03:17,8568
20/10/2021,S3603,summit1g,1421811,37384058,122552,21/08/2025,01:44:37,17515
20/10/2021,S3603,summit1g,1421811,37384058,122552,11/08/2025,02:18:02,3959
20/10/2021,S3603,summit1g,1421811,37384058,122552,04/08/2025,00:22:05,19334
20/10/2021,S3603,summit1g,1421811,37384058,122552,25/08/2025,02:17:18,13668
20/10/2021,S3603,summit1g,1421811,37384058,122552,29/07/2025,01:09:16,7997
20/10/2021,S3603,summit1g,1421811,37384058,122552,06/08/2025,01:51:01,7524
20/10/2021,S3603,summit1g,1421811,37384058,122552,25/07/2025,02:03:49,8050
16/12/2022,S1244,shroud,826433,47400543,106900,20/07/2025,01:15:41,16160
16/12/2022,S1244,shroud,826433,47400543,106900,07/08/2025,01:39:15,15150
16/12/2022,S1244,shroud,826433,47400543,106900,22/07/2025,00:13:03,4234
16/07/2021,S4928,SilverName,96793,20034033,29316,28/07/2025,01:29:22,4960
16/07/2021,S4928,SilverName,96793,20034033,29316,17/07/2025,01:26:02,8992
16/07/2021,S4928,SilverName,96793,20034033,29316,28/08/2025,00:32:24,5657
16/07/2021,S4928,SilverName,96793,20034033,29316,15/07/2025,01:39:41,19389
28/01/2021,D6043,dota2ti_ru,551345,25924096,305119,23/08/2025,00:24:53,17932
28/01/2021,D6043,dota2ti_ru,551345,25924096,305119,17/07/2025,02:04:33,2565
01/04/2022,T4697,Trymacs,156721,38774178,182869,29/07/2025,01:40:06,6864
01/04/2022,T4697,Trymacs,156721,38774178,182869,23/07/2025,00:12:12,1544
01/04/2022,T4697,Trymacs,156721,38774178,182869,14/08/2025,00:53:01,4576
01/04/2022,T4697,Trymacs,156721,38774178,182869,16/08/2025,00:36:24,10246
01/04/2022,T4697,Trymacs,156721,38774178,182869,29/08/2025,02:13:36,7593
01/11/2021,S3445,shuteye_orange,1875187,25341820,57431,31/08/2025,02:22:45,18974
22/12/2022,S2424,Scarra,526244,28313058,214124,05/08/2025,02:07:03,16568
22/12/2022,S2424,Scarra,526244,28313058,214124,29/07/2025,01:10:51,19113
22/12/2022,S2424,Scarra,526244,28313058,214124,24/07/2025,01:48:00,9280
25/06/2021,C4825,cloakzy,242369,17836875,45843,29/07/2025,01:52:38,1516
25/06/2021,C4825,cloakzy,242369,17836875,45843,17/07/2025,01:53:25,7573
05/11/2022,R2194,Rakin,1602088,44178173,173238,21/08/2025,00:46:32,10415
05/11/2022,R2194,Rakin,1602088,44178173,173238,24/08/2025,00:58:37,5705
26/02/2021,S3731,Stray228,450146,35978104,35833,08/08/2025,01:20:17,5960
26/02/2021,S3731,Stray228,450146,35978104,35833,06/08/2025,01:59:33,19567
26/02/2021,S3731,Stray228,450146,35978104,35833,19/07/2025,00:57:31,2070
26/02/2021,S3731,Stray228,450146,35978104,35833,24/07/2025,02:14:44,12796
02/09/2023,E2815,Elajjaz,370358,32261961,144066,17/07/2025,01:33:07,5586
06/02/2022,A2813,AdmiralBahroo,307853,28970100,171861,25/08/2025,02:28:18,14829
06/02/2022,A2813,AdmiralBahroo,307853,28970100,171861,29/08/2025,01:34:49,7314
06/02/2022,A2813,AdmiralBahroo,307853,28970100,171861,19/08/2025,01:47:31,5115
06/02/2022,A2813,AdmiralBahroo,307853,28970100,171861,21/07/2025,00:38:39,14157
06/02/2022,A2813,AdmiralBahroo,307853,28970100,171861,15/07/2025,01:44:58,13925
26/02/2022,D1213,dota2ti,689957,32362117,70587,03/09/2025,01:22:41,18606
26/02/2022,D1213,dota2ti,689957,32362117,70587,02/08/2025,02:03:00,5669
26/02/2022,D1213,dota2ti,689957,32362117,70587,24/08/2025,02:04:19,2271
26/02/2022,D1213,dota2ti,689957,32362117,70587,28/07/2025,01:10:50,2041
21/11/2021,B6592,buster,340810,14154952,44649,28/07/2025,00:44:28,5674
21/11/2021,B6592,buster,340810,14154952,44649,01/09/2025,01:44:47,1359
21/11/2021,B6592,buster,340810,14154952,44649,27/07/2025,00:01:02,18760
01/11/2022,S6938,Squeezie,114948,42403593,116547,30/08/2025,01:55:26,3722
05/05/2022,L6962,LPL,126221,43831479,105359,31/07/2025,01:45:07,13265
05/05/2022,L6962,LPL,126221,43831479,105359,23/07/2025,00:49:12,18296
05/05/2022,L6962,LPL,126221,43831479,105359,29/07/2025,01:21:48,11131
17/05/2022,R4750,Rainbow6,2220765,49441744,66311,14/08/2025,01:26:53,5431
17/05/2022,R4750,Rainbow6,2220765,49441744,66311,10/08/2025,01:56:42,17194
17/05/2022,R4750,Rainbow6,2220765,49441744,66311,15/08/2025,02:19:08,9147
17/05/2022,R4750,Rainbow6,2220765,49441744,66311,29/08/2025,00:20:02,5624
26/04/2023,G1997,Gotaga,412101,57189129,206681,30/07/2025,00:07:04,2235
26/04/2023,G1997,Gotaga,412101,57189129,206681,28/08/2025,01:04:06,8405
26/04/2023,G1997,Gotaga,412101,57189129,206681,16/08/2025,02:12:48,15442
26/04/2023,G1997,Gotaga,412101,57189129,206681,23/07/2025,01:07:19,16631
26/04/2023,G1997,Gotaga,412101,57189129,206681,15/07/2025,01:09:24,15826
26/04/2023,G1997,Gotaga,412101,57189129,206681,22/08/2025,00:05:44,14101
26/04/2023,G1997,Gotaga,412101,57189129,206681,22/07/2025,00:52:30,14276
09/02/2023,H5018,hanryang1125,447601,42952835,364816,20/08/2025,00:38:23,11698
09/02/2023,H5018,hanryang1125,447601,42952835,364816,21/08/2025,00:00:49,13127
09/02/2023,H5018,hanryang1125,447601,42952835,364816,24/07/2025,01:19:56,7421
09/02/2023,H5018,hanryang1125,447601,42952835,364816,26/08/2025,02:16:06,2047
09/02/2023,H5018,hanryang1125,447601,42952835,364816,07/08/2025,00:15:59,1182
09/02/2023,H5018,hanryang1125,447601,42952835,364816,27/07/2025,02:07:29,19714
09/02/2023,H5018,hanryang1125,447601,42952835,364816,17/08/2025,00:01:07,3564
09/02/2023,H5018,hanryang1125,447601,42952835,364816,23/08/2025,01:14:01,2697
17/12/2022,L7829,LCK,1687923,33286370,81926,15/07/2025,00:53:48,1412
17/12/2022,L7829,LCK,1687923,33286370,81926,02/09/2025,00:51:42,15036
17/12/2022,L7829,LCK,1687923,33286370,81926,16/07/2025,00:01:24,14354
17/12/2022,L7829,LCK,1687923,33286370,81926,19/08/2025,01:10:28,7756
17/12/2022,L7829,LCK,1687923,33286370,81926,23/08/2025,00:42:31,12495
17/12/2022,L7829,LCK,1687923,33286370,81926,13/08/2025,01:18:08,8659
14/10/2021,P2689,Pestily,136943,20882507,56449,20/07/2025,02:07:38,4512
14/10/2021,P2689,Pestily,136943,20882507,56449,22/07/2025,02:17:33,12765
14/10/2021,P2689,Pestily,136943,20882507,56449,19/07/2025,01:49:36,17701
14/10/2021,P2689,Pestily,136943,20882507,56449,22/08/2025,01:24:34,18428
14/10/2021,P2689,Pestily,136943,20882507,56449,18/07/2025,02:12:23,7363
14/10/2021,P2689,Pestily,136943,20882507,56449,30/08/2025,01:37:10,10892
14/10/2021,P2689,Pestily,136943,20882507,56449,01/08/2025,01:05:35,3469
14/10/2021,P2689,Pestily,136943,20882507,56449,22/07/2025,01:58:17,2021
15/01/2023,C6001,Cellbit,97615,30550147,25482,31/07/2025,01:26:21,16714
15/01/2023,C6001,Cellbit,97615,30550147,25482,26/08/2025,01:58:50,1576
17/03/2021,A4934,AdmiralBulldog,108832,23037239,24286,18/07/2025,01:54:01,9270
17/03/2021,A4934,AdmiralBulldog,108832,23037239,24286,27/08/2025,00:21:14,18441
17/03/2021,A4934,AdmiralBulldog,108832,23037239,24286,04/08/2025,00:50:24,5915
17/03/2021,A4934,AdmiralBulldog,108832,23037239,24286,08/08/2025,01:53:45,8982
12/10/2022,D9459,dasMEHDI,325801,33796768,255542,31/08/2025,01:26:23,8287
12/10/2022,D9459,dasMEHDI,325801,33796768,255542,01/09/2025,01:19:32,10334
12/10/2022,D9459,dasMEHDI,325801,33796768,255542,22/07/2025,00:03:10,16052
12/10/2022,D9459,dasMEHDI,325801,33796768,255542,28/08/2025,00:16:53,13256
12/10/2022,D9459,dasMEHDI,325801,33796768,255542,05/08/2025,01:52:16,9273
24/02/2022,S9748,StarLadder_cs_en,277529,13890640,42079,04/08/2025,02:11:18,3283
24/02/2022,S9748,StarLadder_cs_en,277529,13890640,42079,02/08/2025,00:34:54,11919
24/02/2022,S9748,StarLadder_cs_en,277529,13890640,42079,04/08/2025,02:20:51,15391
24/02/2022,S9748,StarLadder_cs_en,277529,13890640,42079,10/08/2025,00:10:32,14881
24/02/2022,S9748,StarLadder_cs_en,277529,13890640,42079,06/08/2025,01:27:36,5912
19/08/2021,A4375,Anomaly,447191,26737542,46710,17/07/2025,00:46:03,2685
19/08/2021,A4375,Anomaly,447191,26737542,46710,19/07/2025,01:42:52,19897
19/08/2021,A4375,Anomaly,447191,26737542,46710,28/07/2025,01:46:16,19787
19/08/2021,A4375,Anomaly,447191,26737542,46710,28/08/2025,01:58:21,4946
19/08/2021,A4375,Anomaly,447191,26737542,46710,24/07/2025,00:49:36,6403
19/08/2021,A4375,Anomaly,447191,26737542,46710,19/08/2025,00:14:16,10676
19/08/2021,A4375,Anomaly,447191,26737542,46710,25/07/2025,01:42:01,17564
19/08/2021,A4375,Anomaly,447191,26737542,46710,18/07/2025,00:24:37,930
19/08/2021,A4375,Anomaly,447191,26737542,46710,01/09/2025,00:53:11,11177
01/07/2021,S3560,stylishnoob4,669348,22820310,88516,19/07/2025,02:05:25,15363
01/07/2021,S3560,stylishnoob4,669348,22820310,88516,02/08/2025,00:53:04,15281
01/07/2021,S3560,stylishnoob4,669348,22820310,88516,28/08/2025,00:44:10,14616
01/07/2021,S3560,stylishnoob4,669348,22820310,88516,30/08/2025,02:28:03,7435
02/04/2023,D3981,DreamHackCS,72454,12853095,21053,27/07/2025,00:07:48,16644
02/04/2023,D3981,DreamHackCS,72454,12853095,21053,02/08/2025,00:30:07,10619
02/04/2023,D3981,DreamHackCS,72454,12853095,21053,20/08/2025,00:34:09,11726
